Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Image Src,Image Alt Text
5pcs-generic-reversible-comforters-purple,5pcs Generic Reversible Comforters-Purple,"<p>The 5pcs Generic Reversible Comforters in Purple is a reversible quilted comforter set in purple with a light grey reverse side. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,295.00,50,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260108-WA0033%281%29-pNVXal3rF0ztDDRwEF8cy8kV9bdFz4.jpg,5pcs Generic Reversible Comforters-Purple
5pcs-generic-reversible-comforters-red,5pcs Generic Reversible Comforters-Red,"<p>The 5pcs Generic Reversible Comforters in Red is a reversible quilted comforter set in red with a grey reverse side. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,295.00,50,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260108-WA0037%281%29-T1sGY7hYUZb32UZiMu3Yb3YsJRFJ6k.jpg,5pcs Generic Reversible Comforters-Red
5pcs-generic-reversible-comforters-sky-blue,5pcs Generic Reversible Comforters-Sky Blue,"<p>The 5pcs Generic Reversible Comforters in Sky Blue is a reversible quilted comforter set in sky blue with a light grey reverse side. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,295.00,50,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260108-WA0043%281%29-HP3IIOxcBtaEC887nb4tatFSiaqDZv.jpg,5pcs Generic Reversible Comforters-Sky Blue
5pcs-generic-reversible-comforters-teal,5pcs Generic Reversible Comforters-Teal,"<p>The 5pcs Generic Reversible Comforters in Teal is a reversible quilted comforter set in teal green with a light grey reverse side. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,295.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318742936-d1my9s.webp,5pcs Generic Reversible Comforters-Teal
5pcs-generic-reversible-comforters-white,5pcs Generic Reversible Comforters-White,"<p>The 5pcs Generic Reversible Comforters in White is a reversible quilted comforter set in white with a grey reverse side. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,295.00,50,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260108-WA0040%281%29-P1uMmKSd07zQ3dbBhIPFoLNHmAe1Jm.jpg,5pcs Generic Reversible Comforters-White
5pcs-geometric-comforter-beige,5pcs Geometric Comforter-Beige,"<p>The 5pcs Geometric Comforter in Beige is a soft geometric-textured fleece comforter with a cosy sherpa reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318757573-xy5gnr.webp,5pcs Geometric Comforter-Beige
5pcs-geometric-comforter-blue,5pcs Geometric Comforter-Blue,"<p>The 5pcs Geometric Comforter in Blue is a soft diamond-textured fleece comforter with a cosy white sherpa reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318743470-m73ffx.webp,5pcs Geometric Comforter-Blue
5pcs-geometric-comforter-chocolate-brown,5pcs Geometric Comforter-Chocolate Brown,"<p>The 5pcs Geometric Comforter in Chocolate Brown is a soft geometric-textured fleece comforter in rich chocolate brown. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318758331-ien7s8.webp,5pcs Geometric Comforter-Chocolate Brown
5pcs-geometric-comforter-coffee-brown,5pcs Geometric Comforter-Coffee Brown,"<p>The 5pcs Geometric Comforter in Coffee Brown is a soft diamond-textured fleece comforter with a cosy white sherpa reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260524-WA0091-7PIz8r1wctmIKC3kHac6DRJFslAEPj.jpg,5pcs Geometric Comforter-Coffee Brown
5pcs-geometric-comforter-cream,5pcs Geometric Comforter-Cream,"<p>The 5pcs Geometric Comforter in Cream is a soft diamond-textured fleece comforter with a pink reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318757381-1h61l2.webp,5pcs Geometric Comforter-Cream
5pcs-geometric-comforter-dark-green,5pcs Geometric Comforter-Dark Green,"<p>The 5pcs Geometric Comforter in Dark Green is a soft geometric-textured fleece comforter in forest green with a white sherpa reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318758513-h9q0tn.webp,5pcs Geometric Comforter-Dark Green
5pcs-geometric-comforter-dusty-pink,5pcs Geometric Comforter-Dusty Pink,"<p>The 5pcs Geometric Comforter in Dusty Pink is a soft diamond-textured fleece comforter with a cream sherpa reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/IMG-20260524-WA0092-RKb6jtjQIL6t7ZQM3UrDzEOEZZtyPx.jpg,5pcs Geometric Comforter-Dusty Pink
5pcs-geometric-comforter-grey,5pcs Geometric Comforter-Grey,"<p>The 5pcs Geometric Comforter in Grey is a soft diamond-textured fleece comforter in charcoal grey with a cream sherpa reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318757742-jq6cwn.webp,5pcs Geometric Comforter-Grey
5pcs-geometric-comforter-light-purple,5pcs Geometric Comforter-Light Purple,"<p>The 5pcs Geometric Comforter in Light Purple is a soft diamond-textured fleece comforter with a cosy cream sherpa reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318756866-z8jxdk.webp,5pcs Geometric Comforter-Light Purple
5pcs-geometric-comforter-mustard,5pcs Geometric Comforter-Mustard,"<p>The 5pcs Geometric Comforter in Mustard is a soft diamond-textured fleece comforter in warm mustard yellow. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318743489-bua4iq.webp,5pcs Geometric Comforter-Mustard
5pcs-geometric-comforter-navy-blue,5pcs Geometric Comforter-Navy Blue,"<p>The 5pcs Geometric Comforter in Navy Blue is a soft diamond-textured fleece comforter in deep navy. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318757345-w9efgf.webp,5pcs Geometric Comforter-Navy Blue
5pcs-geometric-comforter-pink,5pcs Geometric Comforter-Pink,"<p>The 5pcs Geometric Comforter in Pink is a soft diamond-textured fleece comforter with a cosy sherpa reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318743496-guoazk.webp,5pcs Geometric Comforter-Pink
5pcs-geometric-comforter-pure-white,5pcs Geometric Comforter-Pure White,"<p>The 5pcs Geometric Comforter in Pure White is a soft geometric-textured fleece comforter with a cosy sherpa reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318758432-9ngagl.webp,5pcs Geometric Comforter-Pure White
5pcs-geometric-comforter-sage-green,5pcs Geometric Comforter-Sage Green,"<p>The 5pcs Geometric Comforter in Sage Green is a soft geometric-textured fleece comforter with a white sherpa reverse. The 5-piece set includes 1 comforter, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,435.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318769811-dnb0av.webp,5pcs Geometric Comforter-Sage Green
5pcs-winter-bedspread-bedding-black,5pcs Winter Bedspread Bedding-Black,"<p>The 5pcs Winter Bedspread Bedding in Black is a plush velvet quilted bedspread with elegant geometric stitching in classic black. The 5-piece set includes 1 bedspread, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,510.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318759600-xo9so8.webp,5pcs Winter Bedspread Bedding-Black
5pcs-winter-bedspread-bedding-burgundy,5pcs Winter Bedspread Bedding-Burgundy,"<p>The 5pcs Winter Bedspread Bedding in Burgundy is a plush velvet quilted bedspread with elegant geometric stitching in rich burgundy. The 5-piece set includes 1 bedspread, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,510.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318759424-uav8q0.webp,5pcs Winter Bedspread Bedding-Burgundy
5pcs-winter-bedspread-bedding-camel,5pcs Winter Bedspread Bedding-Camel,"<p>The 5pcs Winter Bedspread Bedding in Camel is a plush velvet quilted bedspread with elegant geometric stitching in a warm camel tone. The 5-piece set includes 1 bedspread, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,510.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318758416-w1xag0.webp,5pcs Winter Bedspread Bedding-Camel
5pcs-winter-bedspread-bedding-charcoal,5pcs Winter Bedspread Bedding-Charcoal,"<p>The 5pcs Winter Bedspread Bedding in Charcoal is a plush velvet quilted bedspread with elegant geometric stitching in dark charcoal grey. The 5-piece set includes 1 bedspread, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,510.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318759474-w1p3vj.webp,5pcs Winter Bedspread Bedding-Charcoal
5pcs-winter-bedspread-bedding-mauve,5pcs Winter Bedspread Bedding-Mauve,"<p>The 5pcs Winter Bedspread Bedding in Mauve is a plush velvet quilted bedspread with elegant geometric stitching in a dusty mauve tone. The 5-piece set includes 1 bedspread, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,510.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318758560-7e74sx.webp,5pcs Winter Bedspread Bedding-Mauve
5pcs-winter-bedspread-bedding-navy-blue,5pcs Winter Bedspread Bedding-Navy Blue,"<p>The 5pcs Winter Bedspread Bedding in Navy Blue is a plush velvet quilted bedspread with elegant geometric stitching in deep navy. The 5-piece set includes 1 bedspread, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,510.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318758974-0bsx5l.webp,5pcs Winter Bedspread Bedding-Navy Blue
5pcs-winter-bedspread-bedding-taupe,5pcs Winter Bedspread Bedding-Taupe,"<p>The 5pcs Winter Bedspread Bedding in Taupe is a plush velvet quilted bedspread with elegant geometric stitching in a soft taupe tone. The 5-piece set includes 1 bedspread, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,510.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318758915-ckiqpd.webp,5pcs Winter Bedspread Bedding-Taupe
5pcs-winter-bedspread-bedding-white,5pcs Winter Bedspread Bedding-White,"<p>The 5pcs Winter Bedspread Bedding in White is a plush velvet quilted bedspread with elegant geometric stitching in crisp white. The 5-piece set includes 1 bedspread, 2 standard pillowcases and 2 continental pillowcases.</p>",Agri Hub SA,Bedding,bedding,TRUE,,510.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318759585-kuzqcf.webp,5pcs Winter Bedspread Bedding-White
6l-pressure-cooker,6L Pressure Cooker,"<p>6 Liter electric pressure cooker with digital display and multiple cooking modes. Fast, efficient, and safe cooking. Includes preset programs for various dishes.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-PRESSURE-001,780.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/6l-pressure-cooker.jpg,6L Pressure Cooker
6l-triple-cereal-dispenser,6L Triple Cereal Dispenser,"<p>Triple 6L cereal and dry food dispenser with black lids. Keeps cereals, grains, and snacks fresh. Wall-mounted or countertop design.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-CEREAL-001,320.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/6l-triple-cereal-dispenser.jpg,6L Triple Cereal Dispenser
6pcs-stainless-steel-knife-set,6pcs Stainless Steel Knife Set,"<p>6-piece stainless steel kitchen knife set with wooden block. Includes chef knife, bread knife, utility knife, and more. Sharp and durable blades.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-KNIFE-001,330.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/knife-set-stainless.jpg,6pcs Stainless Steel Knife Set
7l-ice-bucket-led-light,7L Ice Bucket with LED Light,<p>7 Liter ice bucket with color-changing LED lights. Perfect for parties and entertaining. Keeps drinks cold while adding ambiance.</p>,Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-ICE-001,260.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/7l-ice-bucket-led.jpg,7L Ice Bucket with LED Light
7pcs-complete-catering-combo-set,7pcs Complete Catering Combo Set,"<p>Hart 7-piece Complete Catering Combo Set - everything you need to cook for a crowd. Includes five heavy-gauge aluminium pots (50L, 36L, 21L, 12L and 7L) each with a matching lid, a 7L aluminium kettle, and a heavy-duty foldable 4-burner gas stove with hose and regulator. Ideal for functions, caterers, restaurants and large family gatherings.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-HART-CATERING-7PCS,4949.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-du2urFygoSCXgrSomdHB13Y1Rlpt5T.png,7pcs Complete Catering Combo Set
king-comforter-molly-001-pink,"7pcs King Size Comforter Set - Molly-001, Pink","<p>A luxurious pink 7-piece King Size comforter set in warm, soft ribbed corduroy. Includes 1 comforter (220x230cm), 2 pillowshams (48x68+4cm), 2 digital print pillowcases (48x68cm) and 2 cushions (45x45cm). 100% polyester fabric and filling.</p>",Agri Hub SA,Bedding,bedding,TRUE,,735.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/king-comforter-molly-001-pink-1783739953597.jpg,"7pcs King Size Comforter Set - Molly-001, Pink"
king-comforter-molly-002-green,"7pcs King Size Comforter Set - Molly-002, Green","<p>A luxurious green 7-piece King Size comforter set in warm, soft ribbed corduroy. Includes 1 comforter (220x230cm), 2 pillowshams (48x68+4cm), 2 digital print pillowcases (48x68cm) and 2 cushions (45x45cm). 100% polyester fabric and filling.</p>",Agri Hub SA,Bedding,bedding,TRUE,,735.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/king-comforter-molly-002-green-1783739954282.jpg,"7pcs King Size Comforter Set - Molly-002, Green"
